id,date,error,region,calcurve,Period,Site,Feature
cc229,2501,49,Chungcheong,intcal13,Mumun,Seocheon Chudongri,A-5
cc304,2520,60,Chungcheong,intcal13,Mumun,Seocheon Chudongri 3,no 1
cc305,2490,60,Chungcheong,intcal13,Mumun,Seocheon Chudongri 3,no 3
cc382,2610,50,Chungcheong,intcal13,Mumun,Seocheon Mungokri,no 2
cc383,2500,50,Chungcheong,intcal13,Mumun,Seocheon Mungokri,no 3
cc12,2650,50,Chungcheong,intcal13,Mumun,Seokgokri,KC-001
cc13,2520,40,Chungcheong,intcal13,Mumun,Seokgokri,KC-002
cc14,2490,40,Chungcheong,intcal13,Mumun,Seokgokri,KC-003
cc321,2820,50,Chungcheong,intcal13,Mumun,Seokmun Complex Construction site,no 1
cc328,2740,40,Chungcheong,intcal13,Mumun,Seokmun Complex Construction site,no 15
cc323,2810,40,Chungcheong,intcal13,Mumun,Seokmun Complex Construction site,no 20
cc324,2820,40,Chungcheong,intcal13,Mumun,Seokmun Complex Construction site,no 26
cc325,2700,40,Chungcheong,intcal13,Mumun,Seokmun Complex Construction site,no 33
cc326,2770,40,Chungcheong,intcal13,Mumun,Seokmun Complex Construction site,no 38
cc327,2770,40,Chungcheong,intcal13,Mumun,Seokmun Complex Construction site,no 42
cc322,2880,40,Chungcheong,intcal13,Mumun,Seokmun Complex Construction site,no 9
cc117,2841,31,Chungcheong,intcal13,Mumun,Seosan Ilramri,no 1
cc118,2914,31,Chungcheong,intcal13,Mumun,Seosan Ilramri,no 2
cc263,2575,36,Chungcheong,intcal13,Mumun,Seosan Sinsongri,no 1
cc267,2810,60,Chungcheong,intcal13,Mumun,Seosan Sinsongri,no 12
cc268,2670,60,Chungcheong,intcal13,Mumun,Seosan Sinsongri,no 13
cc269,2690,36,Chungcheong,intcal13,Mumun,Seosan Sinsongri,no 14
cc270,2916,39,Chungcheong,intcal13,Mumun,Seosan Sinsongri,no 16
cc264,2540,50,Chungcheong,intcal13,Mumun,Seosan Sinsongri,no 3
cc265,2490,50,Chungcheong,intcal13,Mumun,Seosan Sinsongri,no 7
cc266,2735,36,Chungcheong,intcal13,Mumun,Seosan Sinsongri,no 9
cc376,2858,31,Chungcheong,intcal13,Mumun,Seosan Wangjungri,I-1
neo139,4520,60,Chungcheong,intcal13,Chulmun,Seosan Wangjungri,I-1
cc378,2870,60,Chungcheong,intcal13,Mumun,Seosan Wangjungri,I-11
cc377,2850,50,Chungcheong,intcal13,Mumun,Seosan Wangjungri,I-5
cc379,2880,50,Chungcheong,intcal13,Mumun,Seosan Wangjungri,II-1
cc380,2800,60,Chungcheong,intcal13,Mumun,Seosan Wangjungri,II-3
cc381,2810,50,Chungcheong,intcal13,Mumun,Seosan Wangjungri,II-4
gg99,2888,31,Gyeonggi,intcal13,Mumun,Seoul Godeokdong,D-1
gg100,2891,32,Gyeonggi,intcal13,Mumun,Seoul Godeokdong,D-2
gg101,2361,25,Gyeonggi,intcal13,Mumun,Seoul Godeokdong,D-3
gg102,2567,24,Gyeonggi,intcal13,Mumun,Seoul Godeokdong,D-5
neo047,4750,60,Gyeonggi,intcal13,Chulmun,Siheung Neunggokdong,Chulmun 11
neo080,4520,80,Gyeonggi,intcal13,Chulmun,Siheung Neunggokdong,Chulmun 12
neo029,4970,50,Gyeonggi,intcal13,Chulmun,Siheung Neunggokdong,Chulmun 13
neo033,4900,50,Gyeonggi,intcal13,Chulmun,Siheung Neunggokdong,Chulmun 16
neo041,4810,36,Gyeonggi,intcal13,Chulmun,Siheung Neunggokdong,Chulmun 18
neo037,4860,50,Gyeonggi,intcal13,Chulmun,Siheung Neunggokdong,Chulmun 19
neo050,4730,50,Gyeonggi,intcal13,Chulmun,Siheung Neunggokdong,Chulmun 2
neo042,4800,50,Gyeonggi,intcal13,Chulmun,Siheung Neunggokdong,Chulmun 20
neo070,4620,70,Gyeonggi,intcal13,Chulmun,Siheung Neunggokdong,Chulmun 23
neo058,4690,50,Gyeonggi,intcal13,Chulmun,Siheung Neunggokdong,Chulmun 4
neo035,4870,50,Gyeonggi,intcal13,Chulmun,Siheung Neunggokdong,Chulmun 6
neo039,4830,50,Gyeonggi,intcal13,Chulmun,Siheung Neunggokdong,Chulmun 7
neo074,4580,60,Gyeonggi,intcal13,Chulmun,Siheung Neunggokdong,Chulmun 9
gg125,3020,50,Gyeonggi,intcal13,Mumun,Siheung Neunggokdong,Mumun 4
gg126,3050,50,Gyeonggi,intcal13,Mumun,Siheung Neunggokdong,Mumun 5
gg127,3060,50,Gyeonggi,intcal13,Mumun,Siheung Neunggokdong,Mumun 6
gg128,2750,70,Gyeonggi,intcal13,Mumun,Siheung Neunggokdong,Mumun 7
gg129,3009,38,Gyeonggi,intcal13,Mumun,Siheung Neunggokdong,Mumun pit house
cc4,2670,50,Chungcheong,intcal13,Mumun,Sinanri,KC-001
gw44,2830,60,Gangwon,intcal13,Mumun,Sokcho Joyangdong,no 5
hn160,2550,50,Honam,intcal13,Mumun,Suncheon Deokamdong 2,no 4
hn8,2500,50,Honam,intcal13,Mumun,Suncheon Gagokdong,no 2
neo160,3010,40,Honam,intcal13,Chulmun,Suncheon Maryunri Maryun,Chulmun pit house
hn200,2898,32,Honam,intcal13,Mumun,Suncheon Maryunri Maryun,Zone 1 no 1
hn201,2820,50,Honam,intcal13,Mumun,Suncheon Maryunri Maryun,Zone 1 no 3
hn202,2920,50,Honam,intcal13,Mumun,Suncheon Maryunri Maryun,Zone 2 no 1
hn203,2907,26,Honam,intcal13,Mumun,Suncheon Maryunri Maryun,Zone 2 no 2
gg103,2670,36,Gyeonggi,intcal13,Mumun,Sungnam Dongpangyo,21-1 no 12
neo105,4140,50,Gyeonggi,intcal13,Chulmun,Sungnam Dongpangyo,24-1 no 10
gg107,2920,36,Gyeonggi,intcal13,Mumun,Sungnam Dongpangyo,24-1 no 18
gg104,2597,41,Gyeonggi,intcal13,Mumun,Sungnam Dongpangyo,24-1 no 2
gg105,2675,36,Gyeonggi,intcal13,Mumun,Sungnam Dongpangyo,24-1 no 3
gg106,2680,36,Gyeonggi,intcal13,Mumun,Sungnam Dongpangyo,24-1 no 9
gg108,2660,40,Gyeonggi,intcal13,Mumun,Sungnam Yeosudong,II Mumun 3
gg109,2730,60,Gyeonggi,intcal13,Mumun,Sungnam Yeosudong,II Mumun 6
gg114,2790,50,Gyeonggi,intcal13,Mumun,Suwon Homaesildong Guemgokdong,Mumun 1
gg121,2890,60,Gyeonggi,intcal13,Mumun,Suwon Homaesildong Guemgokdong,Mumun 12
gg122,2900,50,Gyeonggi,intcal13,Mumun,Suwon Homaesildong Guemgokdong,Mumun 17
gg123,2790,60,Gyeonggi,intcal13,Mumun,Suwon Homaesildong Guemgokdong,Mumun 18
gg115,2780,50,Gyeonggi,intcal13,Mumun,Suwon Homaesildong Guemgokdong,Mumun 2
gg124,2740,50,Gyeonggi,intcal13,Mumun,Suwon Homaesildong Guemgokdong,Mumun 20
gg116,2730,60,Gyeonggi,intcal13,Mumun,Suwon Homaesildong Guemgokdong,Mumun 3
gg117,2700,60,Gyeonggi,intcal13,Mumun,Suwon Homaesildong Guemgokdong,Mumun 4
gg118,2850,60,Gyeonggi,intcal13,Mumun,Suwon Homaesildong Guemgokdong,Mumun 5
gg119,2800,60,Gyeonggi,intcal13,Mumun,Suwon Homaesildong Guemgokdong,Mumun 7
gg120,2850,60,Gyeonggi,intcal13,Mumun,Suwon Homaesildong Guemgokdong,Mumun 8
gg112,2925,43,Gyeonggi,intcal13,Mumun,Suwon Imokdong,no 1
gg113,3170,40,Gyeonggi,intcal13,Mumun,Suwon Imokdong,no 2
gg110,2801,29,Gyeonggi,intcal13,Mumun,Suwon Yuljeondong,no 1
gg111,3043,34,Gyeonggi,intcal13,Mumun,Suwon Yuljeondong,no 3
yn155,2840,43,Yeongnam,intcal13,Mumun,Uisan Deoksinri Osan,II-12
yn156,2824,39,Yeongnam,intcal13,Mumun,Uisan Deoksinri Osan,II-15
yn269,2270,80,Yeongnam,intcal13,Mumun,Uisan Sanhadong,no 1
yn274,2360,50,Yeongnam,intcal13,Mumun,Uisan Sanhadong,no 15
yn275,2460,60,Yeongnam,intcal13,Mumun,Uisan Sanhadong,no 16
yn276,2540,60,Yeongnam,intcal13,Mumun,Uisan Sanhadong,no 17
yn270,2240,60,Yeongnam,intcal13,Mumun,Uisan Sanhadong,no 4
yn271,2400,50,Yeongnam,intcal13,Mumun,Uisan Sanhadong,no 7
yn272,2660,80,Yeongnam,intcal13,Mumun,Uisan Sanhadong,no 8
yn273,2670,60,Yeongnam,intcal13,Mumun,Uisan Sanhadong,no 9
yn528,2732,20,Yeongnam,intcal13,Mumun,Uisan Sanhadong 1-4,C-22
yn529,2799,15,Yeongnam,intcal13,Mumun,Uisan Sanhadong 1-4,C-34
yn530,2759,15,Yeongnam,intcal13,Mumun,Uisan Sanhadong 1-4,C-36
yn531,2642,20,Yeongnam,intcal13,Mumun,Uisan Sanhadong 1-4,D-40
yn534,2699,20,Yeongnam,intcal13,Mumun,Uisan Sanhadong 1-4,F-17
yn535,2744,21,Yeongnam,intcal13,Mumun,Uisan Sanhadong 1-4,F-18
yn536,2488,20,Yeongnam,intcal13,Mumun,Uisan Sanhadong 1-4,F-22
yn537,2488,20,Yeongnam,intcal13,Mumun,Uisan Sanhadong 1-4,F-28
yn538,2661,20,Yeongnam,intcal13,Mumun,Uisan Sanhadong 1-4,F-29
yn539,2676,21,Yeongnam,intcal13,Mumun,Uisan Sanhadong 1-4,F-34
yn540,2701,20,Yeongnam,intcal13,Mumun,Uisan Sanhadong 1-4,F-35
yn532,2739,20,Yeongnam,intcal13,Mumun,Uisan Sanhadong 1-4,F-4
yn533,2451,20,Yeongnam,intcal13,Mumun,Uisan Sanhadong 1-4,F-9
yn277,2960,60,Yeongnam,intcal13,Mumun,Uisan Sanhadong Hwaam,no 3
yn278,3220,60,Yeongnam,intcal13,Mumun,Uisan Sanhadong Hwaam,no 4
yn279,3007,43,Yeongnam,intcal13,Mumun,Uisan Sanhadong Hwaam,no 5
gg159,2777,29,Gyeonggi,intcal13,Mumun,Uiwang Idong,no 1
gg160,2730,36,Gyeonggi,intcal13,Mumun,Uiwang Idong,no 10
gg161,2720,39,Gyeonggi,intcal13,Mumun,Uiwang Idong,no 11
yn263,2500,60,Yeongnam,intcal13,Mumun,Ulju Banyeonri,no 1
yn267,2590,60,Yeongnam,intcal13,Mumun,Ulju Banyeonri,no 13
yn268,2130,60,Yeongnam,intcal13,Mumun,Ulju Banyeonri,no 14
yn264,2613,43,Yeongnam,intcal13,Mumun,Ulju Banyeonri,no 2
yn265,2796,43,Yeongnam,intcal13,Mumun,Ulju Banyeonri,no 8
yn266,2560,60,Yeongnam,intcal13,Mumun,Ulju Banyeonri,no 9
yn253,2751,31,Yeongnam,intcal13,Mumun,Ulju Guyeongri,IV-15
yn254,2800,50,Yeongnam,intcal13,Mumun,Ulju Guyeongri,IV-16
yn251,2797,35,Yeongnam,intcal13,Mumun,Ulju Guyeongri,IV-2
yn255,2888,39,Yeongnam,intcal13,Mumun,Ulju Guyeongri,IV-22
yn252,2630,50,Yeongnam,intcal13,Mumun,Ulju Guyeongri,IV-8
yn256,2720,60,Yeongnam,intcal13,Mumun,Ulju Guyeongri,V-1-1
yn257,2740,60,Yeongnam,intcal13,Mumun,Ulju Guyeongri,V-1-14
yn258,2934,35,Yeongnam,intcal13,Mumun,Ulju Guyeongri,V-1-17
yn259,2560,50,Yeongnam,intcal13,Mumun,Ulju Guyeongri,V-1-20
yn260,2988,31,Yeongnam,intcal13,Mumun,Ulju Guyeongri,V-1-28
yn261,2870,40,Yeongnam,intcal13,Mumun,Ulju Guyeongri,V-1-29
yn262,2487,35,Yeongnam,intcal13,Mumun,Ulju Guyeongri,V-2-2
yn86,2360,50,Yeongnam,intcal13,Mumun,Ulju Oegwangri Settlement,no 18
yn87,2290,50,Yeongnam,intcal13,Mumun,Ulju Oegwangri Settlement,no 23
yn85,2430,50,Yeongnam,intcal13,Mumun,Ulju Oegwangri Settlement,no 8
yn389,2800,40,Yeongnam,intcal13,Mumun,Ulsan Banggiri 286-3,no 1
yn390,2620,60,Yeongnam,intcal13,Mumun,Ulsan Banggiri 286-3,no 4
yn172,2600,25,Yeongnam,intcal13,Mumun,Ulsan Bansongri,no 1
yn173,2690,25,Yeongnam,intcal13,Mumun,Ulsan Bansongri,no 4
yn174,2600,20,Yeongnam,intcal13,Mumun,Ulsan Bansongri,no 5
yn175,2730,20,Yeongnam,intcal13,Mumun,Ulsan Bansongri,no 6
yn176,2735,25,Yeongnam,intcal13,Mumun,Ulsan Bansongri,no 8
yn385,2435,20,Yeongnam,intcal13,Mumun,Ulsan Banyeonri Gamakmot,I-1
yn383,2415,20,Yeongnam,intcal13,Mumun,Ulsan Banyeonri Gamakmot,I-12
yn387,2515,20,Yeongnam,intcal13,Mumun,Ulsan Banyeonri Gamakmot,I-3
yn384,2425,20,Yeongnam,intcal13,Mumun,Ulsan Banyeonri Gamakmot,I-8
yn386,2460,20,Yeongnam,intcal13,Mumun,Ulsan Banyeonri Gamakmot,II-3
yn382,2395,20,Yeongnam,intcal13,Mumun,Ulsan Banyeonri Gamakmot,II-5
yn388,2575,25,Yeongnam,intcal13,Mumun,Ulsan Banyeonri Gamakmot,III-1
yn332,2600,80,Yeongnam,intcal13,Mumun,Ulsan Changpyungdong ,no 1
yn337,2590,60,Yeongnam,intcal13,Mumun,Ulsan Changpyungdong ,no 14
yn333,2580,60,Yeongnam,intcal13,Mumun,Ulsan Changpyungdong ,no 2
yn334,2840,80,Yeongnam,intcal13,Mumun,Ulsan Changpyungdong ,no 4
yn335,2810,80,Yeongnam,intcal13,Mumun,Ulsan Changpyungdong ,no 5
yn336,2950,60,Yeongnam,intcal13,Mumun,Ulsan Changpyungdong ,no 6
yn95,2920,50,Yeongnam,intcal13,Mumun,Ulsan Cheongokdong,Ga-1
yn96,3100,55,Yeongnam,intcal13,Mumun,Ulsan Cheongokdong,Ga-5
yn97,2820,60,Yeongnam,intcal13,Mumun,Ulsan Cheongokdong,Ga-6
yn98,2650,50,Yeongnam,intcal13,Mumun,Ulsan Cheongokdong,Na-5
yn81,2920,50,Yeongnam,intcal13,Mumun,Ulsan Cheongokdong 2,no 1
yn82,2710,50,Yeongnam,intcal13,Mumun,Ulsan Cheongokdong 2,no 11
yn83,2590,50,Yeongnam,intcal13,Mumun,Ulsan Cheongokdong 2,no 25
yn109,2885,20,Yeongnam,intcal13,Mumun,Ulsan Cheongokdong Gajaegol 2,no 13
yn110,2712,12,Yeongnam,intcal13,Mumun,Ulsan Cheongokdong Gajaegol 4,no 1
yn111,2833,15,Yeongnam,intcal13,Mumun,Ulsan Cheongokdong Gajaegol 4,no 2
yn112,2815,15,Yeongnam,intcal13,Mumun,Ulsan Cheongokdong Gajaegol 4,no 3
yn113,2845,20,Yeongnam,intcal13,Mumun,Ulsan Cheongokdong Gajaegol 4,no 4
yn114,2785,12,Yeongnam,intcal13,Mumun,Ulsan Cheongokdong Gajaegol 4,no 5
yn115,3057,29,Yeongnam,intcal13,Mumun,Ulsan Cheongokdong Gummaeul,Mumun 4
yn154,2865,20,Yeongnam,intcal13,Mumun,Ulsan Dalcheon,no 5
yn118,2671,39,Yeongnam,intcal13,Mumun,Ulsan Daundong 436-5,Mumun 6
yn119,2697,43,Yeongnam,intcal13,Mumun,Ulsan Daundong 436-5,Mumun 7
yn120,2650,39,Yeongnam,intcal13,Mumun,Ulsan Daundong 436-5,Mumun 8
yn142,2460,20,Yeongnam,intcal13,Mumun,Ulsan Daundong Saegakdan,I-1
yn147,2645,20,Yeongnam,intcal13,Mumun,Ulsan Daundong Saegakdan,I-10
yn148,2500,20,Yeongnam,intcal13,Mumun,Ulsan Daundong Saegakdan,I-12
yn149,2460,20,Yeongnam,intcal13,Mumun,Ulsan Daundong Saegakdan,I-13
yn150,2510,20,Yeongnam,intcal13,Mumun,Ulsan Daundong Saegakdan,I-14
yn151,2755,20,Yeongnam,intcal13,Mumun,Ulsan Daundong Saegakdan,I-15
yn143,2465,20,Yeongnam,intcal13,Mumun,Ulsan Daundong Saegakdan,I-5
yn144,2475,20,Yeongnam,intcal13,Mumun,Ulsan Daundong Saegakdan,I-6
yn145,2745,20,Yeongnam,intcal13,Mumun,Ulsan Daundong Saegakdan,I-8
yn146,2490,20,Yeongnam,intcal13,Mumun,Ulsan Daundong Saegakdan,I-9
yn152,2865,20,Yeongnam,intcal13,Mumun,Ulsan Daundong Saegakdan,II-13
yn153,2555,20,Yeongnam,intcal13,Mumun,Ulsan Daundong Saegakdan,III-8
yn524,2551,29,Yeongnam,intcal13,Mumun,Ulsan Daundong Saegakdan,no 1
yn525,2810,40,Yeongnam,intcal13,Mumun,Ulsan Daundong Saegakdan,no 2
yn526,2540,40,Yeongnam,intcal13,Mumun,Ulsan Daundong Saegakdan,no 4
yn527,2830,40,Yeongnam,intcal13,Mumun,Ulsan Daundong Saegakdan,no 6
yn158,2720,40,Yeongnam,intcal13,Mumun,Ulsan Dongcheonri,no 13
yn159,2715,29,Yeongnam,intcal13,Mumun,Ulsan Dongcheonri,no 14
yn157,2930,60,Yeongnam,intcal13,Mumun,Ulsan Dongcheonri,no 5
yn488,2490,50,Yeongnam,intcal13,Mumun,Ulsan Dusanri Nokdongri (Dusan),Dusan Mumun 1
yn485,2760,32,Yeongnam,intcal13,Mumun,Ulsan Dusanri Nokdongri (Dusan),Dusan Mumun 2
yn486,2641,29,Yeongnam,intcal13,Mumun,Ulsan Dusanri Nokdongri (Dusan),Dusan Mumun 4
yn487,2810,50,Yeongnam,intcal13,Mumun,Ulsan Dusanri Nokdongri (Dusan),Dusan Mumun 6
yn491,2730,40,Yeongnam,intcal13,Mumun,Ulsan Dusanri Nokdongri (Nokdong),Nokdong Mumun 11
yn492,2720,40,Yeongnam,intcal13,Mumun,Ulsan Dusanri Nokdongri (Nokdong),Nokdong Mumun 12
yn493,2680,40,Yeongnam,intcal13,Mumun,Ulsan Dusanri Nokdongri (Nokdong),Nokdong Mumun 16
yn494,2770,40,Yeongnam,intcal13,Mumun,Ulsan Dusanri Nokdongri (Nokdong),Nokdong Mumun 17
yn489,2650,40,Yeongnam,intcal13,Mumun,Ulsan Dusanri Nokdongri (Nokdong),Nokdong Mumun 3
yn490,2820,40,Yeongnam,intcal13,Mumun,Ulsan Dusanri Nokdongri (Nokdong),Nokdong Mumun 9
yn193,2740,40,Yeongnam,intcal13,Mumun,Ulsan Duwang-Mugeo road construction site,Duwangdong 1
yn194,2860,30,Yeongnam,intcal13,Mumun,Ulsan Duwang-Mugeo road construction site,Duwangdong 2
yn195,2823,25,Yeongnam,intcal13,Mumun,Ulsan Duwang-Mugeo road construction site,Duwangdong 3
yn196,2620,30,Yeongnam,intcal13,Mumun,Ulsan Duwang-Mugeo road construction site,Duwangdong 4
yn127,2730,40,Yeongnam,intcal13,Mumun,Ulsan Gacheonri Jinae,no 1
yn300,2660,100,Yeongnam,intcal13,Mumun,Ulsan Geumdanri,no 101
yn298,2830,100,Yeongnam,intcal13,Mumun,Ulsan Geumdanri,no 22
yn299,2880,70,Yeongnam,intcal13,Mumun,Ulsan Geumdanri,no 59
yn459,2380,40,Yeongnam,intcal13,Mumun,Ulsan Gilcheon,Ma pit house 1
yn521,2480,40,Yeongnam,intcal13,Mumun,Ulsan Gulhwari Janggueom,Mumun 11
yn522,2780,50,Yeongnam,intcal13,Mumun,Ulsan Gulhwari Janggueom,Mumun 3
yn523,2580,36,Yeongnam,intcal13,Mumun,Ulsan Gulhwari Janggueom,Mumun 7
yn138,2780,50,Yeongnam,intcal13,Mumun,Ulsan Gulhwari Janggueom 2,no 13
yn139,2850,40,Yeongnam,intcal13,Mumun,Ulsan Gulhwari Janggueom 2,no 15
yn136,2885,22,Yeongnam,intcal13,Mumun,Ulsan Gulhwari Janggueom 2,no 2
yn140,3140,80,Yeongnam,intcal13,Mumun,Ulsan Gulhwari Janggueom 2,no 23
yn141,2650,40,Yeongnam,intcal13,Mumun,Ulsan Gulhwari Janggueom 2,no 24
yn137,2984,49,Yeongnam,intcal13,Mumun,Ulsan Gulhwari Janggueom 2,no 5
yn135,2842,12,Yeongnam,intcal13,Mumun,Ulsan Gulhwari Saenggideul,no 1
yn187,2537,49,Yeongnam,intcal13,Mumun,Ulsan Gulhwari Yulri,pit house 1-1
yn188,2510,60,Yeongnam,intcal13,Mumun,Ulsan Gulhwari Yulri,pit house 1-2
yn191,2910,39,Yeongnam,intcal13,Mumun,Ulsan Gulhwari Yulri,pit house 2-15
yn192,2990,60,Yeongnam,intcal13,Mumun,Ulsan Gulhwari Yulri,pit house 2-17
yn189,2620,60,Yeongnam,intcal13,Mumun,Ulsan Gulhwari Yulri,pit house 2-4
yn190,2960,50,Yeongnam,intcal13,Mumun,Ulsan Gulhwari Yulri,pit house 2-9
yn131,2475,20,Yeongnam,intcal13,Mumun,Ulsan Gusuri 277,no 12
yn132,2805,20,Yeongnam,intcal13,Mumun,Ulsan Gusuri 277,no 14
yn133,2560,20,Yeongnam,intcal13,Mumun,Ulsan Gusuri 277,no 18
yn128,2800,20,Yeongnam,intcal13,Mumun,Ulsan Gusuri 277,no 2
yn134,2710,20,Yeongnam,intcal13,Mumun,Ulsan Gusuri 277,no 20
yn129,2685,20,Yeongnam,intcal13,Mumun,Ulsan Gusuri 277,no 3
yn130,2495,20,Yeongnam,intcal13,Mumun,Ulsan Gusuri 277,no 5
yn214,2520,80,Yeongnam,intcal13,Mumun,Ulsan Guyeongri,I-1
yn215,2690,60,Yeongnam,intcal13,Mumun,Ulsan Guyeongri,I-8
yn218,2810,60,Yeongnam,intcal13,Mumun,Ulsan Guyeongri,II-11
yn219,2720,60,Yeongnam,intcal13,Mumun,Ulsan Guyeongri,II-12
yn220,2650,80,Yeongnam,intcal13,Mumun,Ulsan Guyeongri,II-16
yn221,2760,60,Yeongnam,intcal13,Mumun,Ulsan Guyeongri,II-19
yn216,2710,80,Yeongnam,intcal13,Mumun,Ulsan Guyeongri,II-2
yn222,2780,60,Yeongnam,intcal13,Mumun,Ulsan Guyeongri,II-28
yn217,2610,80,Yeongnam,intcal13,Mumun,Ulsan Guyeongri,II-6
yn223,2860,60,Yeongnam,intcal13,Mumun,Ulsan Guyeongri,III-1
yn225,2740,60,Yeongnam,intcal13,Mumun,Ulsan Guyeongri,III-11
yn226,2690,70,Yeongnam,intcal13,Mumun,Ulsan Guyeongri,III-14
yn224,2790,40,Yeongnam,intcal13,Mumun,Ulsan Guyeongri,III-7
yn126,2450,20,Yeongnam,intcal13,Mumun,Ulsan Gyodongri 192-37,no 15
yn121,2795,20,Yeongnam,intcal13,Mumun,Ulsan Gyodongri 192-37,no 3
yn122,2650,20,Yeongnam,intcal13,Mumun,Ulsan Gyodongri 192-37,no 4
yn123,2685,20,Yeongnam,intcal13,Mumun,Ulsan Gyodongri 192-37,no 5
yn124,2800,20,Yeongnam,intcal13,Mumun,Ulsan Gyodongri 192-37,no 8
yn125,2825,15,Yeongnam,intcal13,Mumun,Ulsan Gyodongri 192-37,no 9
yn447,2840,50,Yeongnam,intcal13,Mumun,Ulsan Hwalcheon Seoha Cheonjeonri,Cheonjeonri pit house
yn446,2860,60,Yeongnam,intcal13,Mumun,Ulsan Hwalcheon Seoha Cheonjeonri,Hwalcheon 1
yn444,2720,50,Yeongnam,intcal13,Mumun,Ulsan Hwalcheon Seoha Cheonjeonri,Hwalcheon 5
yn445,2800,60,Yeongnam,intcal13,Mumun,Ulsan Hwalcheon Seoha Cheonjeonri,Hwalcheon 6
yn443,2550,60,Yeongnam,intcal13,Mumun,Ulsan Hwalcheon Seoha Cheonjeonri,Hwalcheon 7
yn562,2820,50,Yeongnam,intcal13,Mumun,Ulsan Hyomundong san-68-1,II-1
yn563,2370,50,Yeongnam,intcal13,Mumun,Ulsan Hyomundong san-68-1,II-2
yn564,2590,60,Yeongnam,intcal13,Mumun,Ulsan Hyomundong san-68-1,II-3
yn565,2530,60,Yeongnam,intcal13,Mumun,Ulsan Hyomundong san-68-1,II-6
yn566,2350,60,Yeongnam,intcal13,Mumun,Ulsan Hyomundong san-68-1,II-7
yn567,2340,60,Yeongnam,intcal13,Mumun,Ulsan Hyomundong san-68-1,III-2-1
yn573,2440,50,Yeongnam,intcal13,Mumun,Ulsan Hyomundong san-68-1,III-2-11
yn574,2900,50,Yeongnam,intcal13,Mumun,Ulsan Hyomundong san-68-1,III-2-13
yn575,2840,50,Yeongnam,intcal13,Mumun,Ulsan Hyomundong san-68-1,III-2-15
yn568,5020,80,Yeongnam,intcal13,Mumun,Ulsan Hyomundong san-68-1,III-2-2
yn569,2700,80,Yeongnam,intcal13,Mumun,Ulsan Hyomundong san-68-1,III-2-5
yn570,2610,50,Yeongnam,intcal13,Mumun,Ulsan Hyomundong san-68-1,III-2-6
yn571,2400,60,Yeongnam,intcal13,Mumun,Ulsan Hyomundong san-68-1,III-2-8
yn572,2460,50,Yeongnam,intcal13,Mumun,Ulsan Hyomundong san-68-1,III-2-9
yn576,2900,50,Yeongnam,intcal13,Mumun,Ulsan Hyomundong san-68-1,IV-1
yn577,2930,60,Yeongnam,intcal13,Mumun,Ulsan Hyomundong san-68-1,IV-2
yn578,2420,50,Yeongnam,intcal13,Mumun,Ulsan Hyomundong san-68-1,IV-4
yn340,2500,50,Yeongnam,intcal13,Mumun,Ulsan Hyomundong Yuldong,Yuldong 1
yn346,2720,80,Yeongnam,intcal13,Mumun,Ulsan Hyomundong Yuldong,Yuldong 10
yn347,2650,80,Yeongnam,intcal13,Mumun,Ulsan Hyomundong Yuldong,Yuldong 12
yn348,2764,49,Yeongnam,intcal13,Mumun,Ulsan Hyomundong Yuldong,Yuldong 13
yn349,2630,80,Yeongnam,intcal13,Mumun,Ulsan Hyomundong Yuldong,Yuldong 15
yn341,2720,80,Yeongnam,intcal13,Mumun,Ulsan Hyomundong Yuldong,Yuldong 2
yn342,2770,40,Yeongnam,intcal13,Mumun,Ulsan Hyomundong Yuldong,Yuldong 3
yn343,2504,49,Yeongnam,intcal13,Mumun,Ulsan Hyomundong Yuldong,Yuldong 4
yn344,2603,34,Yeongnam,intcal13,Mumun,Ulsan Hyomundong Yuldong,Yuldong 6
yn345,2790,43,Yeongnam,intcal13,Mumun,Ulsan Hyomundong Yuldong,Yuldong 9
yn117,2490,20,Yeongnam,intcal13,Mumun,Ulsan Ibamri,no 10
yn116,2515,20,Yeongnam,intcal13,Mumun,Ulsan Ibamri,no 5
yn235,2720,50,Yeongnam,intcal13,Mumun,Ulsan Joilri,no 1
yn236,2670,50,Yeongnam,intcal13,Mumun,Ulsan Joilri,no 2
yn237,2850,80,Yeongnam,intcal13,Mumun,Ulsan Joilri,no 3
yn239,2580,60,Yeongnam,intcal13,Mumun,Ulsan Joilri,no 7
yn240,2830,80,Yeongnam,intcal13,Mumun,Ulsan Joilri,no 8
yn88,2680,50,Yeongnam,intcal13,Mumun,Ulsan Jungjadong,Gangdong waterpark pit house 2
yn90,2910,50,Yeongnam,intcal13,Mumun,Ulsan Jungjadong,Gangdong waterpark pit house 22
yn91,2810,50,Yeongnam,intcal13,Mumun,Ulsan Jungjadong,Gangdong waterpark pit house 25
yn92,2760,50,Yeongnam,intcal13,Mumun,Ulsan Jungjadong,Gangdong waterpark pit house 31
yn93,2800,50,Yeongnam,intcal13,Mumun,Ulsan Jungjadong,Gangdong waterpark pit house 42
yn94,2530,50,Yeongnam,intcal13,Mumun,Ulsan Jungjadong,Gangdong waterpark pit house 45
yn89,3010,50,Yeongnam,intcal13,Mumun,Ulsan Jungjadong,Gangdong waterpark pit house 9
yn509,2820,29,Yeongnam,intcal13,Mumun,Ulsan Jungjadong,no 1
